side,price,volume_remain,volume_total,system_id,location_id,duration,issued,order_id,min_volume,range
buy,45100000.0,1,1,30000142,60003760,90,2025-11-15T23:13:42Z,7107085120,1,1
buy,45060000.0,1,1,30000144,1044752365771,90,2025-11-15T23:05:18Z,7142576317,1,1
buy,45020000.0,1,1,30000144,1044752365771,90,2025-11-15T10:48:45Z,7108086828,1,1
buy,45010000.0,1,1,30000142,60003760,90,2025-11-15T09:14:20Z,7155480076,1,1
buy,44660000.0,1,1,30000142,60003760,90,2025-11-08T10:50:09Z,7166140288,1,station
buy,0.01,100000,100000,30000142,60003760,90,2025-09-09T14:02:25Z,7138341185,1,region
sell,218900000.0,1,1,30000142,60003760,90,2025-11-15T02:01:33Z,7182349216,1,region
sell,219000000.0,1,1,30000142,60003760,30,2025-11-14T13:00:41Z,7185713773,1,region
sell,224900000.0,1,1,30000142,60003760,90,2025-11-10T14:33:49Z,7117127033,1,region
sell,225000000.0,1,1,30000142,60003760,90,2025-09-25T14:53:59Z,7146913866,1,region
sell,290000000.0,6,6,30000142,60003760,90,2025-10-29T04:37:22Z,7116229067,1,region
sell,320000000.0,3,3,30000142,60003760,90,2025-09-04T10:27:59Z,7124307038,1,region
