side,price,volume_remain,volume_total,system_id,location_id,duration,issued,order_id,min_volume,range
buy,177600000.0,1,1,30000142,60003760,90,2025-11-05T12:18:16Z,7123441461,1,10
buy,55260000.0,1,1,30000144,1044752365771,90,2025-08-29T21:04:40Z,7131008970,1,3
